artist.familiarity,artist.hotttnesss,artist.id,artist.latitude,artist.location,artist.longitude,artist.name,artist.similar,artist.terms,artist.terms_freq,release.id,release.name,song.artist_mbtags,song.artist_mbtags_count,song.bars_confidence,song.bars_start,song.beats_confidence,song.beats_start,song.duration,song.end_of_fade_in,song.hotttnesss,song.id,song.key,song.key_confidence,song.loudness,song.mode,song.mode_confidence,song.start_of_fade_out,song.tatums_confidence,song.tatums_start,song.tempo,song.time_signature,song.time_signature_confidence,song.title,song.year,artist_clean,release_name_clean
0.523714637,0.384611084,AR0RCMP1187FB3F427,30.08615,0,-94.10158,Billie Jo Spears,0.0,classic country,0.984993496,663761,0,0.0,0.0,0.0,0.24118,0.0,0.24118,133.32853,0.0,0.0,SOGXHEG12AB018653E,4.0,0.384,-9.983,1,0.402,130.009,0.515,0.04851,160.839,1.0,0.0,0,1992,billie jo spears,0
0.501544777,0.392733676,ARGUVEV1187B98BA17,0.0,0,0.0,Sierra Maestra,0.0,charanga,1.0,270281,0,0.0,0.0,0.291,0.76895,0.219,0.09309,313.12934,0.0,-1.0,SOGOSOV12AF72A285E,9.0,0.724,-9.512,1,0.364,307.688,0.372,0.09309,189.646,3.0,0.674,0,1997,sierra maestra,0
0.527865076,0.393121934,ARLGWFM1187FB4AC9F,34.05349,0,-118.24532,Scarlet's Remains,0.0,gothic metal,0.974033549,709879,0,0.0,0.0,0.379,0.73465,0.268,0.28881,198.73914,0.0,0.450992312,SOMSBGZ12AB018C4CB,7.0,0.673,-7.469,1,0.579,193.016,0.461,0.14044,115.061,4.0,0.731,0,2007,scarlet's remains,0
0.668674533,0.467538444,ARWYVP51187B98C516,42.33168,0,-83.04792,The Suicide Machines,0.0,ska punk,1.0,706005,0,0.0,0.0,0.987,0.90181,0.471,0.38075,95.68608,0.0,0.528782481,SONYRZV12AB018AF70,2.0,0.421,-2.022,1,0.589,87.806,0.84,0.12215,115.887,4.0,0.744,0,2003,the suicide machines,0
0.661080168,0.442765842,ARV1JVD1187B9AD195,35.91463,0,-79.05661,Loudon Wainwright III,0.0,modern rock,1.0,28723,0,0.0,1.0,0.077,1.56662,0.799,0.37554,190.48444,0.258,0.510119314,SOINBCU12A6D4F94C0,3.0,0.544,-15.663,1,0.596,177.029,0.537,0.37554,102.428,4.0,0.496,0,1995,loudon wainwright iii,0
0.701180874,0.466628889,AR7TTS41187B9B42D3,34.36401,0,-89.51877,R.L. Burnside,0.0,delta blues,0.980350471,557761,0,0.0,1.0,0.002,0.93659,0.885,0.275,277.78567,0.24,0.482137585,SOTWVQT12A58A79650,2.0,0.0,-6.944,1,0.0,267.453,0.963,0.275,89.984,4.0,0.0,0,2004,r.l. burnside,0
0.73379894,0.544257506,ART3O5Z1187B9AB043,32.77815,0,-96.7954,Stevie Ray Vaughan,0.0,texas blues,0.999791772,417945,0,0.0,1.0,0.008,0.74277,1.0,0.2077,248.78975,0.183,-1.0,SOTSEJY12AB0180F56,1.0,0.754,-7.805,1,0.597,246.19,0.867,0.2077,116.721,4.0,0.522,0,1992,stevie ray vaughan,0
0.590692918,0.452817838,AR5U94U1187FB5CDCF,0.0,0,0.0,John Hammond,0.0,blues,1.0,575531,0,0.0,1.0,0.058,0.32071,0.651,0.32071,195.3171,0.0,-1.0,SOTSETT12AB01863B8,7.0,0.98,-10.7,1,0.753,187.617,0.672,0.32071,123.142,4.0,0.678,0,2002,john hammond,0
0.665322162,0.394217199,ARRJNTE1187FB44E12,0.0,0,0.0,Casiotone For The Painfully Alone,0.0,trip hop,0.877629027,234425,0,0.0,1.0,0.002,0.74575,0.706,0.32409,175.72526,0.734,0.785892288,SOTUNMH12A6D4FA3E6,0.0,0.522,-10.93,1,0.474,168.699,1.0,0.11431,141.919,4.0,0.445,0,2006,casiotone for the painfully alone,0
0.50407567,0.33457736,AR6IRG41187B9A4D98,52.51607,0,13.37698,Ec8or,0.0,hardcore techno,1.0,505301,0,0.0,0.0,0.024,0.47086,0.0,0.47086,217.23383,1.042,-1.0,SOEPPKB12AB018418B,10.0,0.005,-9.493,0,0.305,213.496,0.283,0.15342,95.596,4.0,1.0,0,1995,ec8or,0
0.717670525,0.479308459,ARS1OWB1187B99EEAD,0.0,0,0.0,The New York Dolls,0.0,glam rock,0.998786077,74655,0,0.0,1.0,0.877,0.12284,0.877,0.12284,344.05832,0.068,0.561692411,SOGKIWV12A6D4F86C4,11.0,0.425,-9.253,1,0.486,335.029,0.56,0.12284,154.953,1.0,0.0,0,1974,the new york dolls,0
0.669726188,0.427914247,ARGMXQW1187FB54C34,-23.56287,0,-46.65466,Eliane Elias,0.0,brazilian jazz,1.0,322532,0,0.0,1.0,0.068,2.90946,0.675,0.14772,251.42812,0.071,0.43483809,SOPHYIS12AAF3B35A3,7.0,0.391,-12.009,1,0.319,237.598,0.228,0.14772,86.091,5.0,0.551,0,2009,eliane elias,0
0.569741152,0.412240601,AROEL1B1187B988B90,0.0,0,0.0,Lost Boyz,0.0,gangster rap,1.0,14592,0,0.0,1.0,0.267,0.34237,1.0,0.34237,269.7922,0.218,0.405115722,SOFHBAR12A6701D0FE,7.0,0.715,-11.043,1,0.614,257.416,0.466,0.34237,90.218,4.0,1.0,0,1997,lost boyz,0
0.640048357,0.40439264,AR8W8DN1187FB35ED0,34.05349,0,-118.24532,The Germs,0.0,rock,1.0,515081,0,0.0,1.0,0.276,0.05314,0.276,0.05314,206.05342,0.0,-1.0,SOCPRKM12AB018A2FD,11.0,0.641,-11.506,0,0.597,206.053,0.48,0.05314,133.144,1.0,0.0,0,1977,the germs,0
0.643182773,0.500691341,AR3793X1187FB50CB3,0.0,0,0.0,Chris Rea,0.0,soft rock,0.961375214,17220,0,0.0,1.0,0.386,0.42366,0.0,0.0889,241.162,0.549,0.767727748,SODHVES12A6701CE6B,9.0,0.222,-8.531,1,0.403,230.342,0.587,0.0889,180.149,4.0,0.0,0,1986,chris rea,0
0.411421048,0.338414819,ARINEWW1187FB5577E,0.0,0,0.0,Perrey And Kingsley,0.0,easy listening,0.947930118,617077,0,0.0,0.0,0.102,0.49054,0.0,0.49054,122.64444,0.99,0.43483809,SOXIATP12AAF3B2184,0.0,0.61,-8.541,0,0.489,109.627,0.411,0.05812,102.538,4.0,0.869,0,1966,perrey and kingsley,0
0.75100762,0.523699078,ARDGB6U1187FB3AD07,51.50632,0,-0.12714,Eurythmics,0.0,dance rock,0.947914829,278999,0,0.0,2.0,0.453,8.99358,0.777,2.31778,207.0722,2.583,0.38293509,SOGNQWU12A8AE4868F,0.0,0.442,-6.629,1,0.371,202.757,0.516,2.31778,84.164,4.0,0.853,0,1985,eurythmics,0
0.54858513,0.383524247,AR2J2WF1187FB46271,54.48303,0,-3.53444,Francis Dunnery,0.0,singer-songwriter,1.0,19601,0,0.0,0.0,0.008,1.1612,0.379,0.67535,300.79955,0.0,0.610474258,SOYQOFI12A6D4F76E1,7.0,0.666,-13.33,1,0.658,298.347,0.249,0.42142,124.175,4.0,0.698,0,1995,francis dunnery,0
0.749317801,0.481655862,ARUI8651187B9ACF52,0.0,0,0.0,John Cale,0.0,experimental rock,1.0,38599,0,0.0,2.0,0.632,0.02909,0.632,0.02909,228.46649,0.0,0.226555314,SOVOLGY12A6D4F822B,7.0,0.458,-12.412,1,0.602,228.466,0.513,0.02909,137.004,1.0,0.0,0,1997,john cale,0
0.668370612,0.45755391,AR0VZWC1187B99BA57,-37.81753,0,144.96715,The Berzerker,0.0,speedcore,0.932857594,681639,0,0.0,1.0,0.234,0.38387,0.0,0.38387,165.61587,2.171,0.0,SOYWZTU12AB0180E26,1.0,0.108,-6.222,1,0.256,165.616,0.115,0.21142,174.287,3.0,0.132,0,2000,the berzerker,0
0.845768866,0.788805935,ARF2EHS1187B994F4E,36.16778,0,-86.77836,Kings Of Leon,0.0,southern rock,1.0,449471,0,0.0,2.0,0.109,1.18583,1.0,0.15226,187.92444,0.328,0.685940227,SOLGHDZ12AB0183B11,0.0,0.612,-5.907,1,0.735,180.344,0.784,0.15226,116.823,4.0,0.347,0,2003,kings of leon,0
0.778816717,0.554291489,AR06EB01187FB40150,0.0,0,0.0,NOFX,0.0,punk,1.0,104765,0,0.0,3.0,0.081,0.76754,0.644,0.29609,144.50893,0.237,0.671236027,SOPIKEG12A58291636,4.0,0.093,-7.787,0,0.423,140.057,0.829,0.0586,152.622,4.0,0.358,0,1992,nofx,0
0.711165787,0.466826993,ARBJSO81187B9BA09B,0.0,0,0.0,Soda Stereo,0.0,rock,1.0,509770,0,0.0,1.0,0.393,1.74155,0.872,0.67947,246.69995,0.322,0.62616576,SOSBDSF12AB0189007,7.0,0.161,-9.603,1,0.205,224.049,0.399,0.42263,112.903,4.0,1.0,0,1990,soda stereo,0
0.443162398,0.30045446,ARRC2JF1187B9B6A93,-24.9162,0,133.39311,Bruce Rowland,0.0,easy listening,1.0,223779,0,0.0,0.0,0.066,0.36508,0.948,0.36508,84.03546,0.328,0.0,SOIJXXM12A8C1416D6,7.0,0.469,-26.266,1,0.591,75.79,0.386,0.11188,115.642,4.0,0.44,0,1985,bruce rowland,0
0.400433514,0.266275286,ARNIFX51187FB418EA,0.0,0,0.0,Xcultures,0.0,gabba,0.942755424,466577,0,0.0,0.0,0.023,1.21595,1.0,0.25377,273.52771,2.177,0.199238262,SOHMMMC12AB0181C42,1.0,0.652,-6.305,1,0.694,268.893,0.641,0.25377,125.013,4.0,1.0,0,2000,xcultures,0
0.617870116,0.36366811,ARNVH8S1187FB52F86,18.11526,0,-77.27348,Heavy D / McGruff,0.0,pop rap,0.892334368,423012,0,0.0,0.0,0.036,0.98426,0.883,0.36334,161.38404,0.165,0.237733942,SOFZCTA12AB0188D8F,5.0,0.665,-9.161,0,0.606,161.384,0.262,0.05327,96.979,4.0,0.895,0,1997,heavy d / mcgruff,0
0.845601887,1.005941966,ARTDQRC1187FB4EFD4,0.0,0,0.0,Black Eyed Peas,0.0,hip hop,1.0,358442,0,0.0,1.0,0.933,1.1904,0.692,0.63902,229.61587,0.0,0.624425493,SOCHRXB12A8AE48069,11.0,0.205,-4.882,0,0.332,213.664,0.41,0.36332,105.206,4.0,1.0,0,2004,black eyed peas,0
0.905776889,0.598458501,ARK9TRQ1187B99C095,41.50471,0,-81.69074,Nine Inch Nails,0.0,industrial metal,0.999945289,15567,0,0.0,7.0,0.018,1.76242,1.0,0.80838,426.89261,0.286,0.635536649,SOKBBXO12A6701DEA0,0.0,0.05,-12.951,0,0.395,399.9,1.0,0.33137,63.017,4.0,0.378,0,2000,nine inch nails,0
0.606925359,0.389100776,ARWY7I71187FB36C3D,40.71455,0,-74.00712,Lesley Gore,0.0,brill building pop,1.0,26902,0,0.0,1.0,1.0,0.06727,1.0,0.06727,136.48934,0.229,-1.0,SOOOROX12A6D4F8400,9.0,0.386,-9.091,1,0.632,130.026,0.782,0.06727,129.122,1.0,0.0,0,1963,lesley gore,0
0.562463784,0.322485106,AR6Y22S1187B99906F,0.0,0,0.0,Smartbomb,0.0,melodic hardcore,0.981267204,633532,0,0.0,0.0,0.009,0.64544,1.0,0.19348,233.27302,0.386,0.0,SONSPZE12AB01819CE,0.0,0.53,-2.658,1,0.501,231.178,0.89,0.19348,132.022,4.0,0.782,0,2001,smartbomb,0
0.481004583,0.335651839,ARI5P4N1187FB3F44D,0.0,0,0.0,Suburbs,0.0,british pop,0.939709535,435830,0,0.0,0.0,0.87,0.302,0.87,0.302,187.24526,0.107,0.249065795,SOHWGFU12AB017B036,1.0,0.842,-4.42,1,0.721,178.625,0.598,0.13943,183.92,1.0,0.063,0,2005,suburbs,0
0.449323615,0.343281882,ARLWR721187B9A03C9,35.82213,0,-88.91599,T.G. Sheppard,0.0,country rock,0.998410062,200689,0,0.0,0.0,0.635,0.52519,0.635,0.52519,194.11546,0.089,0.382723281,SORABMD12A8C136672,5.0,1.0,-15.581,1,0.886,182.729,0.479,0.15887,82.343,1.0,0.387,0,2002,t.g. sheppard,0
0.51644378,0.386669092,ARF4V431187FB3AA41,27.94653,0,-82.45927,Slim Whitman,0.0,folk-pop,1.0,682725,0,0.0,0.0,0.52,1.87142,0.431,0.61665,195.91791,0.165,-1.0,SOTUBVH12AB018D2EC,3.0,0.883,-11.98,1,0.735,192.087,0.444,0.20411,91.487,4.0,0.0,0,1990,slim whitman,0
0.728209707,0.538070295,ARBGWMW1187B9AEA3E,0.0,0,0.0,Savage Garden,0.0,easy listening,0.896826245,287804,0,0.0,3.0,0.083,3.56292,0.489,0.22888,118.33424,0.0,-1.0,SOMQAGT12A8C132DB4,9.0,0.0,-11.215,0,0.0,118.334,0.105,0.22888,84.69,5.0,0.678,0,1999,savage garden,0
0.798645179,0.552413346,AR6G4V01187B9AD086,0.0,0,0.0,Queens Of The Stone Age,0.0,stoner metal,0.920686051,220917,0,0.0,3.0,0.002,0.68393,1.0,0.15338,288.41751,0.113,0.725121284,SOKLLOH12A67020F2C,2.0,0.08,-8.165,1,0.665,279.179,1.0,0.15338,115.606,4.0,0.0,0,2005,queens of the stone age,0
0.605109702,0.398547535,AR9AM2N1187B9AD2F1,53.4796,0,-2.24881,Inspiral Carpets,0.0,indie rock,0.99732938,11305,0,0.0,2.0,0.02,0.72006,0.779,0.18905,283.76771,0.0,0.665172241,SODDZAD12A6701DC4C,2.0,0.823,-8.7,1,0.69,271.83,1.0,0.18905,113.677,4.0,1.0,0,1990,inspiral carpets,0
0.743129776,0.493566843,ARXWAQQ1187B9AE954,0.0,0,0.0,Redman,0.0,hip hop,1.0,8552,0,0.0,1.0,0.058,2.95336,0.579,0.65164,124.18567,0.0,0.57010593,SORWHWY12A6702038E,1.0,0.074,-10.296,0,0.492,121.005,0.0,0.16161,85.008,5.0,1.0,0,2001,redman,0
0.430538907,0.316354001,AR3C3C01187B98E800,56.153,0,10.20452,Kai Winding,0.0,hard bop,0.942971915,495041,0,0.0,0.0,0.043,1.38242,0.761,0.33359,223.4771,0.291,0.0,SOUVRGZ12A58A77F90,0.0,0.0,-14.438,1,0.138,220.026,0.783,0.33359,112.006,4.0,0.844,0,1961,kai winding,0
0.545110951,0.345751247,ARJGNV61187B98F3B5,0.0,0,0.0,Mira,0.0,shoegaze,0.893803057,473710,0,0.0,0.0,0.159,1.66153,0.848,0.96449,177.81506,0.554,-1.0,SOUQVUD12A8C142DCE,4.0,0.695,-12.004,1,0.673,167.48,0.859,0.61541,85.621,4.0,0.612,0,2006,mira,0
0.483339422,0.277561738,ARSVI4L1187B996181,0.0,0,0.0,Citizen Kaned,0.0,chill-out,0.961490955,710902,0,0.0,0.0,0.148,1.59705,0.0,0.49298,385.33179,3.048,-1.0,SOCRPDR12AB0185B75,8.0,0.822,-8.37,0,0.503,382.647,0.168,0.07835,108.061,4.0,1.0,0,2000,citizen kaned,0
0.559278494,0.432011947,ARVJ0JK1187B98C9C0,0.0,0,0.0,The Brooklyn Tabernacle Choir,0.0,gospel,1.0,341940,0,0.0,0.0,0.233,0.95031,0.0,0.38454,324.44036,0.0,0.405115722,SOXVBVL12AF72A600C,7.0,0.558,-11.829,1,0.718,312.239,0.0,0.38454,216.195,5.0,1.0,0,1995,the brooklyn tabernacle choir,0
0.541975108,0.384184259,ARBQBZV1187B99D29E,0.0,0,0.0,Carl Cox Vs Yousef,0.0,tech house,0.947705021,548374,0,0.0,1.0,0.053,0.6235,1.0,0.16237,357.82485,0.131,0.511254835,SORAVUP12AB018556E,1.0,0.485,-5.701,1,0.427,353.785,1.0,0.16237,130.016,5.0,1.0,0,1991,carl cox vs yousef,0
0.683719468,0.412671631,AR9ODB41187FB459B2,0.0,0,0.0,Organized Konfusion,0.0,hip hop,1.0,704183,0,0.0,1.0,0.005,0.41054,1.0,0.0684,198.3473,0.201,0.460484845,SOFXNQP12AB0184F1A,11.0,0.306,-8.709,0,0.22,182.184,0.603,0.0684,175.769,4.0,0.7,0,1997,organized konfusion,0
0.614870934,0.628246419,ARF3GX71187FB3EB66,0.0,0,0.0,Martina McBride,0.0,country,0.939349522,307618,0,0.0,2.0,0.082,0.2688,0.871,0.2688,261.95546,0.0,0.488289876,SOGQTRZ12A8C13C8B0,7.0,0.96,-13.627,1,0.634,253.452,0.799,0.2688,100.194,3.0,1.0,0,2005,martina mcbride,0
0.626436382,0.374271174,AR3PN3R1187FB4CEBD,18.01571,0,-76.79731,Horace Andy,0.0,roots reggae,1.0,784530,0,0.0,1.0,0.025,0.87289,1.0,0.4435,176.27383,0.183,-1.0,SOBHVZQ12AC9618285,2.0,0.171,-11.479,1,0.239,166.911,1.0,0.23251,151.911,4.0,0.231,0,1985,horace andy,0
0.567278871,0.405178359,AREOGMA1187B9908EF,37.77916,0,-122.42005,Hot Tuna,0.0,blues-rock,1.0,372122,0,0.0,1.0,1.0,0.18671,1.0,0.18671,239.59465,0.31,-1.0,SOOGQWR12A8C142505,0.0,0.601,-9.275,1,0.563,231.3,0.551,0.18671,172.398,1.0,0.0,0,1971,hot tuna,0
0.790922848,0.601184942,ARR9XGB1187B9912E6,0.0,0,0.0,Boyz II Men,0.0,new jack swing,1.0,523481,0,0.0,1.0,0.666,1.00904,0.853,0.49144,329.27302,0.45,0.345802234,SOFRAZJ12A8C143CDB,8.0,0.497,-7.103,1,0.491,322.101,0.94,0.23264,116.473,4.0,1.0,0,1994,boyz ii men,0
0.657406765,0.422472423,ARTB5PP1187FB523B7,41.88415,0,-87.63241,Donny Hathaway,0.0,jazz funk,0.923552601,266932,0,0.0,1.0,0.212,1.46125,0.741,0.36893,283.21914,0.258,0.617365618,SOYZOXW12A8C13E195,2.0,0.499,-15.144,1,0.652,277.467,0.462,0.0982,111.191,3.0,0.851,0,1971,donny hathaway,0
0.652367864,0.437964733,ARVEJ9M1187FB4DC44,0.0,0,0.0,Les Ogres De Barback,0.0,chanson,1.0,421962,0,0.0,0.0,0.812,0.49594,0.812,0.49594,254.06649,0.43,0.394394856,SOBQBWP12AB018611B,4.0,0.446,-6.01,0,0.383,249.562,0.875,0.24195,137.888,1.0,0.0,0,1999,les ogres de barback,0
0.79225559,0.566971566,ARDF8K01187FB37200,0.0,0,0.0,Wolfmother,0.0,stoner metal,0.999931453,722546,0,0.0,1.0,0.08,1.31008,0.0,0.22523,212.37506,0.868,-1.0,SOCHXAE12AF72A25D6,4.0,0.372,-5.931,0,0.207,209.438,0.895,0.08957,110.745,4.0,1.0,0,2009,wolfmother,0
0.573605491,0.372251208,AR11NP91187B9901B4,0.0,0,0.0,The Roches,0.0,singer-songwriter,1.0,46647,0,0.0,2.0,0.816,1.06691,0.065,0.59466,338.33751,0.0,0.265861049,SOCRHCQ12A58A7C8C6,2.0,0.626,-14.248,0,0.575,328.986,0.065,0.59466,130.027,4.0,0.509,0,1995,the roches,0
0.662649695,0.363177861,ARV1P811187FB3CFC6,0.0,0,0.0,Jupiter Rising,0.0,pop rap,1.0,128198,0,0.0,0.0,0.058,0.62823,0.535,0.62823,193.4624,2.717,0.215080319,SOGMXBW12A6D4FB8D7,0.0,0.373,-5.913,0,0.548,184.274,0.218,0.62823,119.979,4.0,1.0,0,2007,jupiter rising,0
0.594779904,0.318902078,ARB4D891187B9954F7,0.0,0,0.0,Saafir,0.0,hip hop,1.0,762520,0,0.0,0.0,0.026,0.61434,0.768,0.29768,234.762,0.101,-1.0,SOFDTRZ12AB018DD11,5.0,0.172,-6.019,1,0.026,227.84,0.578,0.13935,188.886,4.0,1.0,0,1999,saafir,0
0.70334944,0.498395338,ARQOC971187B9910FA,42.73383,0,-84.59334,The Verve Pipe,0.0,post-grunge,1.0,293668,0,0.0,0.0,0.016,0.65257,0.0,0.20769,292.8322,3.344,0.466304831,SOOGNJP12A8C1381AD,9.0,0.295,-4.953,1,0.196,273.589,0.105,0.20769,133.306,4.0,0.338,0,2001,the verve pipe,0
0.434272038,0.301502462,AR19SOA1187B98F6E6,40.71455,0,-74.00712,Bob Neuwirth,0.0,singer-songwriter,1.0,117983,0,0.0,1.0,0.178,0.92398,0.618,0.92398,241.10975,2.659,0.480610618,SOFUBCP12A8C13D5EF,4.0,0.965,-18.114,1,0.744,230.429,0.618,0.92398,152.267,3.0,1.0,0,1990,bob neuwirth,0
0.406187449,0.273453727,ARIOSKN1257509BCE1,0.0,0,0.0,Cama,0.0,los angeles,0.845881025,329135,0,0.0,0.0,0.718,0.27702,0.718,0.27702,210.36363,0.364,-1.0,SOBUWPY12A8C1446C0,1.0,0.645,-5.904,0,0.683,201.497,0.772,0.08387,155.074,1.0,0.0,0,2009,cama,0
0.661001337,0.446890727,ARI0PUX1187FB3F215,54.31392,0,-2.23218,Maxi Priest,0.0,lovers rock,0.908228194,276924,0,0.0,0.0,0.0,0.03212,0.0,0.03212,301.81832,2.566,0.345802234,SORWXUP12A58A79E65,10.0,0.683,-8.095,0,0.549,289.332,0.124,0.03212,61.971,1.0,0.397,0,1991,maxi priest,0
0.830252262,0.507965802,ARYO9BU1187B9ADA88,0.0,0,0.0,Porcupine Tree,0.0,experimental rock,1.0,193554,0,0.0,4.0,0.151,0.34798,0.387,0.34798,416.80934,0.0,0.82517354,SOJEVZW12A8C133988,6.0,0.644,-7.982,0,0.607,396.533,0.69,0.0276,124.04,5.0,0.82,0,1997,porcupine tree,0
0.839275393,0.550762085,AR6XPWV1187B9ADAEB,0.0,0,0.0,Foo Fighters,0.0,grunge,0.953021558,440990,0,0.0,4.0,0.35,0.58065,0.896,0.16757,117.002,0.0,-1.0,SODOLVO12B0B80B2F4,7.0,0.458,-5.699,1,0.44,114.712,0.415,0.16757,152.127,4.0,0.651,0,2005,foo fighters,0
0.604820432,0.383877494,AR7BMMV1187FB5B2D7,39.15093,0,-123.2079,Robben Ford,0.0,blues-rock,0.983628765,762519,0,0.0,1.0,0.368,0.78649,0.382,0.38868,203.98975,0.161,0.47212112,SOOSYMY12AB01888CD,11.0,0.236,-11.976,0,0.384,182.921,0.732,0.19413,154.322,4.0,0.0,0,1988,robben ford,0
0.711165787,0.466826993,ARBJSO81187B9BA09B,0.0,0,0.0,Soda Stereo,0.0,rock,1.0,512234,0,0.0,1.0,0.0,0.14825,0.0,0.14825,225.12281,0.0,-1.0,SOFBQIA12AB0182219,11.0,0.0,-3.818,0,0.036,203.593,0.151,0.14825,175.421,1.0,0.0,0,1984,soda stereo,0
